"ensembl_id","Neurons"
"ENSG00000155511",55.6019627
"ENSG00000120251",182.525172
"ENSG00000125675",70.28056667
"ENSG00000152578",55.33379378
"ENSG00000171189",118.6760691
"ENSG00000164418",112.8424365
"ENSG00000163873",4.203953765
"ENSG00000105737",4.992021402
"ENSG00000183454",58.95777
"ENSG00000198785",12.20316368
"ENSG00000155974",30.09124882
"ENSG00000068400",12.47737127
"ENSG00000125388",7.919995078
"ENSG00000152822",15.30945278
"ENSG00000168959",60.92191836
"ENSG00000196277",48.4879647
"ENSG00000170899",77.55163382
"ENSG00000111358",7.960396224
"ENSG00000122034",26.49492738
"ENSG00000152402",12.19826486
"ENSG00000061918",53.6187888
"ENSG00000144366",6.241196092
"ENSG00000197465",3.475375715
"ENSG00000085382",10.97095049
"ENSG00000131373",17.83328818
"ENSG00000063854",12.29310539
"ENSG00000145681",5.080277247
"ENSG00000170445",11.25928212
"ENSG00000164588",49.87990559
"ENSG00000165259",5.418139
"ENSG00000002746",12.44653557
"ENSG00000103657",29.06757165
"ENSG00000169567",159.7447992
"ENSG00000197061",165.6617762
"ENSG00000010818",24.51319294
"ENSG00000156515",15.29481486
"ENSG00000071794",27.3407583
"ENSG00000029993",4.529746565
"ENSG00000146151",11.01743417
"ENSG00000113161",17.79157149
"ENSG00000118418",685.8072725
"ENSG00000182952",25.10192318
"ENSG00000189159",17.77636818
"ENSG00000126945",19.41701381
"ENSG00000152413",41.80727037
"ENSG00000134709",11.69915542
"ENSG00000116983",21.30152915
"ENSG00000165704",93.90497878
"ENSG00000127252",6.61346237
"ENSG00000122254",13.24274635
"ENSG00000171004",5.647535091
"ENSG00000185352",353.4374826
"ENSG00000230989",27.99175452
"ENSG00000103160",10.63043122
"ENSG00000025156",26.73729249
"ENSG00000080824",498.4315718
"ENSG00000096384",469.8576032
"ENSG00000155304",24.27204781
"ENSG00000164070",9.79507541
"ENSG00000109971",459.2785924
"ENSG00000169271",22.88753449
"ENSG00000120694",120.1105488
"ENSG00000102241",28.8307827
"ENSG00000168830",21.22915327
"ENSG00000102468",17.54182681
"ENSG00000147246",9.433764221
"ENSG00000157219",5.742896509
"ENSG00000142149",4.249242506
