symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
RNA5SP459	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DKK2	0.0832839989646316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.684979271422254	No data	No data	No data	0	1	0	0	0	0.7683399999999999	No data	-0.5428571428571429	0	0	No data	No data	No data	0.5	0
EIF1	0.0620894155870299	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5106618699937617	No data	No data	No data	0	0	0	0	0	0.9557499999999998	No data	-0.5376723662437948	No data	-1	No data	No data	-0.8008849999999998	-1	-1
LRIG1	0.027154762654802232	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20804742851597702	0.06116073837196779	No data	No data	0	0	0	0	0	0.16743000000000025	No data	-0.5095421952564809	-0.6576125514194955	0	No data	No data	0	0.5	-1
CTSS	0.08841280651688413	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7271617663082024	No data	No data	0.5	0	0	1	1	1	0	1	-0.48692774407060124	-0.7204081913651211	0	No data	No data	0	0.5	-1
DCHS1	0.012498603495157799	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	0.09747687397991607	No data	No data	1	0	0	0	0	0.6270449999999996	No data	-0.6996138996138996	-0.9092989676777504	0	No data	No data	0	-1	0
MFNG	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	No data	0	0	0	0	0	0.14329999999999998	No data	0.14098179812465528	-0.7987947143981796	0	No data	No data	0	0.5	0
DPP8	0.00450072337246616	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	0.03169734649000336	No data	No data	0	0	1	1	0	0.7959200000000003	1	-0.8287920573634859	-0.7942008105407256	0	No data	No data	0	-1	-1
PIGS	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.5945950000000003	No data	-0.35057915057915057	No data	0	No data	No data	No data	-1	-1
PTPRR	0.08209863059792649	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6603164100282588	0.05965462648531952	No data	No data	1	1	0	0	0	0.45966499999999966	No data	-0.5281853281853282	-0.05373224667943238	0	No data	No data	0	0.5	0.5
TET3	0.013663161905551934	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11237431924184813	No data	No data	No data	0	0	1	1	0	0.47911000000000004	No data	-0.9481522338665196	No data	0	No data	No data	0	0.5	0
PMAIP1	0.06848774551524302	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.563285704428127	No data	No data	No data	0	0	0	0	0	0	No data	0.8861555432984005	0	0	No data	No data	No data	0.5	0
PSMD4	0.025055494706695536	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18933150004324778	0.06696172484870898	No data	1	0	0	1	0	0	0.8010599999999997	No data	-0.8911196911196911	0	-1	No data	No data	No data	-1	-1
INAFM1	0.00795868540683234	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06545716583285173	No data	No data	0	0	0	0	0	0	No data	0.9880860452289024	0	0	No data	No data	No data	-1	-1
TBP	0.020589409936907454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16934007964226447	No data	No data	No data	0	0	0	0	0	0.5575200000000002	No data	-0.7847766133480419	-0.8161024666647678	-1	No data	No data	-0.011800000000000033	-1	-1
CHRM4	0.025001117835468725	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.205624702134607	No data	No data	1	1	0	1	1	0	0.80167	1	-0.7973524544953117	-0.6917897689182095	0	-1	No data	0	0.5	0.5
URB1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	-0.09509100937672366	No data	-1	No data	No data	No data	-1	-1
BACH1	0.031220433763522248	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.25677621438310105	No data	No data	No data	0	0	0	1	0	0.02853500000000011	No data	-0.22824048538334252	-0.731264015918395	0	-1	No data	0	0.5	-1
PINLYP	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	1	0	0	0	0	No data	0.4862658576944292	No data	0	No data	No data	0	-1	0
ACTN2	0.1943868243346786	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.31767869048584413	No data	No data	0.041457503003792494	No data	No data	No data	0	0	0	0	0	0.96085	No data	-0.7600661886376172	-0.8993139897450072	0	No data	No data	-0.4910525	0.75	0
PPP4R1	0.3336296726270033	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5469716855427047	No data	No data	0.03647584785669726	No data	No data	No data	1	0	0	0	0	0.3526299999999999	No data	-0.6650854936569222	0	0	No data	No data	0	-1	-1
SPACA3	0.008302816757633318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06828751553838537	No data	No data	No data	0	1	0	0	0	0	No data	0.39161610590182017	No data	0	No data	No data	0	1	0.5
MAGI2	0.02927577645784196	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24078214636318604	No data	No data	No data	1	0	0	0	0	0.6666649999999997	No data	-0.8282404853833425	-0.8862540035720375	0	No data	No data	0	0.5	0
BBS1	0.22981632938112753	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.368962110100857	No data	No data	0.18136602128746698	No data	No data	No data	0	0	0	0	0	0.6121400000000001	No data	0.05956977385548812	-0.911472858374531	0	No data	No data	No data	-1	-1
SLC25A12	0.00614235767443539	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039346632178752144	0.04068190178619141	No data	No data	0	0	0	0	0	0.8303849999999997	No data	-0.6601213458356315	-0.8165676665721646	0	No data	No data	-0.41740500000000014	0.5	0
AMIGO1	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	0	0	0	0.4726149999999997	No data	-0.9949255377826807	0	0	No data	No data	0	-1	0
HNRNPA1	0.08295775502256257	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6822960388623084	No data	No data	No data	0	0	0	1	1	0.30107500000000015	No data	-0.8403750689464975	-0.8721674268761117	0	No data	No data	-0.6303775000000001	-1	-1
CEND1	0.012765378271136987	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10499038970626554	No data	No data	No data	0	0	0	0	0	0	No data	0.370876999448428	-0.260584431250922	0	No data	No data	No data	1	0.5
USP19	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	1	1	0	0.23771500000000004	No data	-0.889795918367347	-0.6077645066305795	0	No data	No data	0	-1	-1
TP73	0.05872184117505989	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48296484900716086	No data	No data	No data	1	0	0	0	0	0.19811499999999996	No data	-0.6005515719801434	-0.937005972824812	0	No data	No data	0	0.5	0.5
ZMYM4	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.7189900000000001	No data	-0.9402095973524545	-0.22392287414551904	0	No data	No data	0	-1	-1
SERP1	0.004989328038243475	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04103532883878443	No data	No data	No data	0	0	0	0	0	1	No data	0.6688361831218974	-0.7460383745677853	0	No data	No data	-0.7348475000000001	-1	-1
SEC61A1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	1	0	-0.7898510755653613	-0.888152177717367	-1	No data	No data	-0.8371849999999998	-1	-1
RAG2	0.012476695340199939	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10261608220226016	No data	No data	No data	0	0	0	0	0	0.42124999999999985	No data	-0.3923883066740209	-0.6024164907426524	0	No data	No data	No data	1	0.5
FZD2	0.010477473648497194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08617324282352584	No data	No data	0.5	0	0	0	1	0	0.9646000000000001	No data	-0.44931053502482077	-0.7879055844554336	0	No data	No data	-0.48672499999999985	0.5	0
TAS2R6P	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000271204	0.0011200599054590119	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.009212067474286495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FTMT	0.06143142303554705	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.505250131074892	No data	No data	No data	0	0	0	0	0	0	No data	0.3284059569773856	No data	0	No data	No data	-0.008264999999999922	1	1
ENSG00000288534	0.059974255896102835	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49326548458906677	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC30A3	0.072804219651438	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5987870653819817	No data	No data	No data	0	0	0	0	0	0.45876499999999965	No data	-0.24853833425261995	-0.19187701174133848	0	No data	No data	0	0.75	0.5
NPY1R	0.01171362817209013	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09634014445484161	No data	No data	No data	1	0	1	1	0	0.6614600000000003	1	-0.4587975730832874	-0.9140613967457506	0	-1	No data	0	0.5	0
HLA-DOB	0.009370491893389121	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07706873817055322	No data	No data	No data	0	0	0	0	0	0	No data	0.4089354660783233	No data	0	No data	No data	0	0.75	0
RAP2A	0.01161096710134438	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09549579612482549	No data	No data	No data	0	0	0	0	0	0.9726799999999998	No data	-0.49321566464423605	No data	0	No data	No data	-0.7677600000000002	-1	-1
PRAMEF1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	0	0	0	0	No data	-0.22768891340319908	-0.7161341464110466	0	No data	No data	-0.9208850000000002	No data	No data
MED6	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.7560949999999999	No data	0.4300055157198015	No data	-1	No data	No data	No data	-1	-1
VEGFB	0.027509726882697844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22625705911573618	No data	No data	0.75	0	1	0	0	0	0	No data	0.7135135135135136	-0.924331315711149	0	-1	No data	0	-1	-1
SERTAD3	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	0	0	0	0.2857149999999997	No data	0.31682294539437406	No data	0	No data	No data	0	-1	-1
FOXL2NB	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	No data	No data	0.9800330943188087	No data	0	No data	No data	No data	0.5	0.5
NPDC1	0.015179350688652568	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12484439633826508	No data	No data	No data	0	0	0	0	0	0	No data	0.37937120794263657	No data	0	No data	No data	No data	-1	-1
CLEC10A	0.026602932236943003	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21879901743305316	No data	No data	No data	1	0	0	0	0	0	No data	0.41698841698841704	0	0	No data	No data	0	0.5	0
MAP2K5	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	1	1	0	0.8883949999999998	1	0.38952013237727523	-0.8201428861722517	0	No data	No data	0	-1	-1
FANCC	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0	No data	0.09895201323772751	0	0	No data	No data	No data	0.5	0
PDGFC	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	1	0	0	0	0.3478250000000003	No data	-0.8549365692222834	-0.8851511809944759	0	No data	No data	0	0.5	0
RAPSN	0.008255990738629898	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06790238931030658	No data	No data	No data	1	0	0	0	0	0.8058250000000001	No data	0.2204081632653061	-0.7901425183705191	0	No data	No data	0	0.75	0.5
SLC10A7	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	0.735295	No data	-0.0024269167126309554	-0.21403890234902717	0	No data	No data	No data	-1	-1
TAF7	0.00853348427103776	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.0625855332894928	No data	No data	0	0	0	0	0	0.6418349999999997	No data	-0.5837837837837838	No data	-1	No data	No data	0	-1	-1
TCERG1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.8116599999999998	No data	-0.8690568119139548	0	-1	No data	No data	0	-1	-1
GAS1	0.009015789801740108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	0.03519554956656361	No data	No data	0	0	0	0	0	0.20290000000000036	No data	0.8444567015995588	-0.7328547209288327	0	No data	No data	No data	0.5	0
PROCR	0.009054706439775195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	No data	No data	No data	0	0	0	0	1	0	No data	0.46607832322118026	-0.6719849980739658	0	No data	No data	No data	0.5	0
UFSP1	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	0	0	0	0	0	No data	0.9551020408163264	No data	0	No data	No data	0	-1	0
PNPLA6	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.6410249999999997	No data	-0.16778819635962494	-0.9148329599888522	0	No data	No data	0	-1	-1
CCL5	0.10569507310333116	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8693018475011927	No data	No data	No data	0	1	1	1	0	0.010990000000000322	No data	0.5938223938223939	0	0	No data	No data	0	0.5	0
SPC25	0.07518816682929867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6183941258173674	No data	No data	No data	0	0	0	0	0	0	No data	0.3224489795918368	No data	-1	No data	No data	No data	0.5	0
DGCR2	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	0	0	0	0	0	0.663635	No data	-0.45548814120242687	0	0	No data	No data	No data	-1	-1
FLT1	0.04544587210264489	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3691256789042774	0.018597459639290662	No data	1	1	1	1	1	0	0.08445499999999981	0	-0.8159955874241589	-0.929864963473227	0	-1	No data	0	1	0
FRAT2	0.007576387021036387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.062312906755191154	No data	No data	No data	0	0	0	0	0	No data	No data	0.9083287369001656	No data	0	No data	No data	-0.5064374999999999	-1	-1
SLC44A5	0.0032034194367763667	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.023307254651557183	No data	No data	0	0	0	0	0	0	No data	-0.17881963596249306	0	0	No data	No data	0	0.5	0
CYTH2	0.0014191668111697398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.011672108213181692	No data	No data	1	0	0	0	0	0.9624049999999997	0	-0.5722007722007723	0	0	No data	No data	-0.5488724999999999	-1	-1
HECW1	0.00800103960186884	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	0.0620059455215273	No data	No data	0	0	0	0	0	0.4302599999999998	No data	-0.7682294539437396	-0.2024466188616067	0	No data	No data	0	0.5	0.5
MCM8	0.026240169682613824	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21581543315212548	No data	No data	No data	0	0	0	0	0	0.4226199999999999	No data	0.0024269167126309554	-0.21108119919208718	0	No data	No data	0	-1	-1
RPL9	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	1	0	0	1	1	0	No data	No data	-0.9865416436845008	No data	-1	No data	No data	No data	-1	-1
GDF5	0.008746723227537943	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07193847771737516	No data	No data	No data	1	1	0	0	0	0.5608800000000003	No data	-0.4222835079977937	-0.3070007838751235	0	No data	No data	0	1	0.5
MEPCE	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.36865000000000026	No data	-0.8594594594594595	0	-1	No data	No data	0	-1	-1
IRS1	0.09217670987567418	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7581184424099666	No data	No data	0.5	1	0	1	1	0	0.4524949999999997	No data	-0.4729178157749586	-0.9312273150541941	0	-1	No data	0	-1	0
TBPL2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.5879757308328737	0	No data	No data	No data	0	0.5	0.5
TIMMDC1	0.004797068416306467	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03945406644269973	No data	No data	0	0	0	0	0	0	No data	0.1020408163265305	-0.649983737163532	0	No data	No data	No data	-1	-1
GRK3	0.008849384298283695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07278282604739131	No data	No data	No data	1	0	1	1	0	0.5712200000000003	No data	-0.49928295642581355	0	0	No data	No data	-0.60029	0.5	0
ST20	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.750799779371208	No data	No data	No data	No data	No data	No data	No data
CLEC12A	0.008561933300195591	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0704186507233461	No data	No data	No data	1	0	0	0	0	0	No data	0.5763927192498621	-0.5471037286182351	0	No data	No data	0	0.5	0
LIN7B	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.90338	No data	0.3142857142857143	No data	0	No data	No data	-0.5048300000000001	0.5	-1
CLASP2	0.004832872566426951	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03974854198383983	No data	No data	No data	0	0	0	0	0	0.08698499999999995	No data	-0.8332046332046332	No data	No data	No data	No data	-0.2496675	0.5	-1
LSP1	0.00813075680306344	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06687238773727831	No data	No data	No data	1	0	0	0	0	0	No data	0.13028130170987318	0	0	No data	No data	0	0.5	0
CASP12	0.03541442083898912	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29127016576657927	No data	No data	0.5	No data	No data	0	1	0	0	No data	No data	-0.5185242486051957	No data	No data	No data	0	0.5	0
PRPF31	0.03180639527558804	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2615955253504666	No data	No data	No data	0	0	0	0	0	0.9499000000000002	No data	-0.8486486486486486	-0.5834248719176593	-1	No data	No data	No data	-1	-1
PLAAT1	0.00263708553644346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02168902732682555	No data	No data	0	0	0	0	0	0.19643000000000016	No data	0.4207391064533921	No data	0	No data	No data	0	0.75	0
PADI4	0.02195072704154718	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18053639598277504	No data	No data	No data	0	0	1	1	1	0	1	0.07655819084390503	-0.8911640384128183	0	No data	No data	0	0.75	0.5
TOP1	0.009356341609651871	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0426193263058947	0.06629752588271534	No data	1	0	0	1	1	1	0.8627450000000003	0	-0.9891891891891892	No data	-1	-1	-1	0	-1	-1
SLC7A7	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.5107649999999999	No data	0.06817429674572528	-0.9297969814946494	0	No data	No data	-0.28082250000000003	0.5	0
FLNB	0.027480399222178202	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22601585024266332	No data	No data	No data	1	0	0	0	0	0.792465	No data	-0.6830667402095973	-0.9465196626792168	0	No data	No data	-0.27844000000000013	-1	-1
NUAK2	0.3401101749476969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5594554121684383	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.3312100000000001	1	-0.01169332597904027	-0.6130047922524825	0	No data	No data	0	0.5	0
EFCAB7	0.0036780540509964168	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030250598139182905	No data	No data	0	0	0	0	0	0.13354500000000016	No data	0.25184776613348037	0	0	No data	No data	0	-1	-1
COMP	0.34553109134175114	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5469710967329536	No data	No data	0.42802622553415515	No data	No data	No data	0	1	0	0	0	0.5442549999999997	No data	0.18940981798124645	-0.6208289888625287	0	No data	No data	-0.2305150000000001	1	0
GGCT	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	No data	No data	0	0	1	0.09574500000000015	No data	0.5460562603419745	0	0	No data	No data	No data	-1	-1
IGHV1-58	0.014783194187388075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	1	1	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.5726500000000001	1	0
NR1D2	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	1	0	0.5509500000000003	No data	-0.4332046332046332	-0.8736024780229773	0	No data	No data	0	-1	-1
MFSD11	0.009359608922392097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0769792298659914	No data	No data	No data	0	0	0	0	0	0.6547899999999999	No data	-0.02360728075013785	No data	0	No data	No data	No data	-1	-1
RUNDC3B	0.005165556551881491	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04248474145556882	No data	No data	0	0	0	0	0	0.7478050000000003	No data	-0.43827909542195254	-0.011453818198359778	0	-1	No data	0	0.5	0.5
CETN3	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17022062333125393	No data	No data	No data	0	0	0	0	0	0.9401200000000003	No data	0.8206287920573634	No data	0	No data	No data	0	0.5	-1
CA8	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	0	0	0	0.9482750000000003	No data	-0.4379481522338665	-0.2753764459759672	0	No data	No data	0	0.5	0
